OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.02300466,Sample-Routine,Water,Surface Water,2022-12-15,10:52:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373540122094301,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100034,Sample-Routine,Sediment,Bottom material,2020-10-08,10:47:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100396,Sample-Routine,Sediment,Bottom material,2020-11-13,12:36:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200504,Sample-Routine,Water,Surface Water,2021-11-09,13:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100345,Sample-Routine,Water,Surface Water,2020-10-17,17:50:00,PDT,,,,,,,,,,,,,Observer,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200787,Sample-Routine,Water,Surface Water,2021-12-23,07:37:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02306074,Sample-Routine,Water,Surface Water,2023-08-10,07:26:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374027122130401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200121,Sample-Routine,Water,Surface Water,2021-10-15,17:40:00,PDT,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02303667,Sample-Routine,Water,Surface Water,2023-04-19,08:57:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02306371,Sample-Routine,Water,Surface Water,2023-08-16,12:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101217,Sample-Routine,Water,Surface Water,2020-12-06,16:40:00,PST,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200961,Sample-Routine,Water,Surface Water,2021-12-26,02:25:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202038,Sample-Routine,Water,Surface Water,2022-02-01,13:26:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100902,Sample-Routine,Water,Surface Water,2020-12-17,13:02:00,PST,,,,,,,,,,,,,,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,USGS parameter code 82398,Multiple verticals,,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200489,Sample-Routine,Water,Surface Water,2021-10-25,16:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US D-95 plastic bottle,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002773,Sample-Routine,Water,Surface Water,2020-03-15,16:00:00,PDT,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105019,Sample-Routine,Sediment,Bottom material,2021-02-10,16:12:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205046,Sample-Routine,Water,Surface Water,2022-08-17,09:35:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373540122094301,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101650,Sample-Routine,Water,Surface Water,2021-01-25,13:33:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176145,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203328,Sample-Routine,Water,Surface Water,2022-04-19,13:34:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373203122080901,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002817,Sample-Routine,Water,Surface Water,2020-03-15,12:20:00,PDT,,,,,,,,,,,,,Observer,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101615,Sample-Routine,Sediment,Bottom material,2021-01-07,11:48:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Other,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101827,Sample-Routine,Water,Surface Water,2021-01-27,03:10:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201218,Sample-Routine,Water,Surface Water,2021-12-17,14:44:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200770,Sample-Routine,Water,Surface Water,2021-12-13,17:09:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201653,Sample-Routine,Water,Surface Water,2021-10-25,02:20:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176145,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203432,Sample-Routine,Water,Surface Water,2022-04-21,15:48:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02003902,Sample-Routine,Water,Surface Water,2020-08-30,11:45:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11180770,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205628,Sample-Routine,Water,Surface Water,2022-09-07,10:42:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373847122095001,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202771,Sample-Routine,Water,Surface Water,2022-03-28,13:08:00,PDT,,,,,,,,,,,,,,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,USGS parameter code 82398,Grab sample  (dip),,,Grab sample,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02102263,Sample-Routine,Water,Surface Water,2021-04-01,09:30:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11180770,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203504,Sample-Routine,Water,Surface Water,2022-05-05,10:42:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201255,Sample-Routine,Water,Surface Water,2022-01-04,14:42:00,PST,,,,,,,,,,,,,,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200713,Sample-Routine,Water,Surface Water,2021-12-25,12:24:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11174600,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105819,Sample-Routine,Water,Surface Water,2021-09-16,09:59:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200906,Sample-Routine,Water,Surface Water,2021-12-14,16:34:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US D-74",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100397,Sample-Routine,Sediment,Bottom material,2020-11-13,12:38:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02002822,Sample-Routine,Water,Surface Water,2020-04-16,14:07:00,PDT,,,,,,,,,,,,,,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200123,Sample-Routine,Water,Surface Water,2021-10-24,17:50:00,PDT,,,,,,,,,,,,,,USGS-11176900,,,Falling stage,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02102134,Sample-Routine,Water,Surface Water,2021-01-28,17:20:00,PST,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103199,Sample-Routine,Sediment,Bottom material,2021-04-22,09:46:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101929,Sample-Routine,Water,Surface Water,2021-02-17,11:07:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11181040,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,USGS parameter code 82398,"Single vertical, depth integrated",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02003897,Sample-Routine,Water,Surface Water,2020-08-30,09:13:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11180770,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200734,Sample-Routine,Water,Surface Water,2021-12-28,09:58:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105817,Sample-Routine,Water,Surface Water,2021-09-16,08:45:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374027122130401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202615,Sample-Routine,Water,Surface Water,2022-03-16,09:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,Moderate algae removed from sand fraction prior to analysis.,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02400097,Sample-Routine,Water,Surface Water,2023-10-16,09:35:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-372930122043401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02100025,Sample-Routine,Water,Surface Water,2020-10-06,09:25:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300193,Sample-Routine,Water,Surface Water,2022-10-26,11:50:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373401122092201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200454,Sample-Routine,Water,Surface Water,2021-11-01,17:50:00,PDT,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201223,Sample-Routine,Water,Surface Water,2021-12-22,12:50:00,PST,,,,,,,,,,,,,Observer,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,USGS parameter code 82398,Equal width increment (ewi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200523,Sample-Routine,Water,Surface Water,2021-10-25,13:19:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201630,Sample-Routine,Water,Surface Water,2021-12-23,09:07:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202570,Sample-Routine,Sediment,Bottom material,2022-03-08,15:15:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176145,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Bed Material -- Scoop Shovel,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02106532,Sample-Routine,Water,Surface Water,2021-05-05,08:05:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-374216122153701,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201639,Sample-Routine,Water,Surface Water,2021-12-24,03:07:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176090,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,USGS parameter code 82398,SuspSed; Pumping - stream sample using a pumping mechanism,,,"Sampler, point, automatic",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300189,Sample-Routine,Water,Surface Water,2022-10-26,10:26:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373642122120401,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Mulitple samplers used,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02106535,Sample-Routine,Water,Surface Water,2021-05-05,10:39:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-373203122080901,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,USGS parameter code 82398,Point sample,,,Submersible centrifugal pump,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101638,Sample-Routine,Water,Surface Water,2021-01-27,10:43:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11179000,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101611,Sample-Routine,Water,Surface Water,2021-01-27,14:27:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176900,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,USGS parameter code 82398,Equal discharge increment (edi),,,"Sampler, US DH-48",,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101559,Sample-Routine,Water,Surface Water,2021-01-28,15:54:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-11176200,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,USGS parameter code 82398,"Bedload, single equal width increment (SEWI)",,,"BL-3X3 in, BL-84, Exp. Ratio 1.40, Cable Susp",,,,,,,,,,,,,,,,,NWIS
